date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:09:48	193519/193519	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Jun%202026%2009:09:46%20GMT	https://honeysticks.co.uk/products/honeysticks-jumbos-8pk	D:/HoneyBee/HoneyBee/honeysticks.co.uk/products/honeysticks-jumbos-8pk.html	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:09:49	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:09:47%20GMT	http://honeysticks.co.uk/cdn/shop/files/CJ8pk_2.webp?v=1765225541&width=1281	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/CJ8pk_2b8da.webp	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:09:49	1025120/1025120	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jun%202026%2009:09:47%20GMT	https://honeysticks.co.uk/cdn/shop/files/CJ8pk_1.png?v=1765225412&width=1200	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/CJ8pk_16cad.png	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:09:51	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:09:49%20GMT	http://honeysticks.co.uk/cdn/shop/files/CJ8pk_4.webp?v=1765225541&width=1281	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/CJ8pk_4b8da.webp	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:09:51	142796/142796	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Jun%202026%2009:09:49%20GMT	https://honeysticks.co.uk/cdn/shop/files/CJ8pk_2.webp?v=1765225541&width=1281	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/CJ8pk_2b8da.jpg	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:09:52	140586/140586	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Jun%202026%2009:09:51%20GMT	https://honeysticks.co.uk/cdn/shop/files/CJ8pk_4.webp?v=1765225541&width=1281	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/CJ8pk_4b8da.jpg	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:09:53	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:09:51%20GMT	http://honeysticks.co.uk/cdn/shop/files/CJ24_64124b39-fa0b-4096-a093-4ca7edf442ed.png?v=1765399837&width=800	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/CJ24_64124b39-fa0b-4096-a093-4ca7edf442edf3c0.png	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:09:53	194233/194233	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Jun%202026%2009:09:51%20GMT	https://honeysticks.co.uk/products/honeysticks-beeswax-crayons-jumbos-24pk	D:/HoneyBee/HoneyBee/honeysticks.co.uk/products/honeysticks-beeswax-crayons-jumbos-24pk.html	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:09:54	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:09:53%20GMT	http://honeysticks.co.uk/cdn/shop/files/CJ.webp?v=1765399837&width=1224	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/CJ3276.webp	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:09:54	326480/326480	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jun%202026%2009:09:53%20GMT	https://honeysticks.co.uk/cdn/shop/files/CJ24_64124b39-fa0b-4096-a093-4ca7edf442ed.png?v=1765399837&width=800	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/CJ24_64124b39-fa0b-4096-a093-4ca7edf442edf3c0.png	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:09:55	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:09:54%20GMT	http://honeysticks.co.uk/cdn/shop/files/CJP24.webp?v=1765399837&width=1281	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/CJP24b120.webp	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:09:55	145448/145448	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Jun%202026%2009:09:54%20GMT	https://honeysticks.co.uk/cdn/shop/files/CJ.webp?v=1765399837&width=1224	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/CJ3276.jpg	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:09:56	145866/145866	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Jun%202026%2009:09:55%20GMT	https://honeysticks.co.uk/cdn/shop/files/CJP24.webp?v=1765399837&width=1281	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/CJP24b120.jpg	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:09:58	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:09:56%20GMT	http://honeysticks.co.uk/cdn/shop/files/SJ6pk_6.png?v=1765225865&width=800	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/SJ6pk_63bce.png	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:09:58	184117/184117	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Jun%202026%2009:09:56%20GMT	https://honeysticks.co.uk/products/honeysticks-super-jumbos-6pk	D:/HoneyBee/HoneyBee/honeysticks.co.uk/products/honeysticks-super-jumbos-6pk.html	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:09:59	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:09:57%20GMT	http://honeysticks.co.uk/cdn/shop/files/SJ6pk_1.webp?v=1765225865&width=1281	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/SJ6pk_1462c.webp	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:09:59	86208/86208	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jun%202026%2009:09:57%20GMT	https://honeysticks.co.uk/cdn/shop/files/SJ6pk_6.png?v=1765225865&width=800	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/SJ6pk_63bce.png	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:01	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:09:59%20GMT	http://honeysticks.co.uk/cdn/shop/files/SJ6pk.webp?v=1765225865&width=1281	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/SJ6pk462c.webp	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:01	113051/113051	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Jun%202026%2009:09:59%20GMT	https://honeysticks.co.uk/cdn/shop/files/SJ6pk_1.webp?v=1765225865&width=1281	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/SJ6pk_1462c.jpg	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:02	101010/101010	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Jun%202026%2009:10:01%20GMT	https://honeysticks.co.uk/cdn/shop/files/SJ6pk.webp?v=1765225865&width=1281	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/SJ6pk462c.jpg	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:04	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:10:02%20GMT	http://honeysticks.co.uk/cdn/shop/files/UBFS_2.png?v=1765228589&width=1365	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/UBFS_2c1ac.png	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:04	198711/198711	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Jun%202026%2009:10:01%20GMT	https://honeysticks.co.uk/products/honeysticks-ultimate-bath-set	D:/HoneyBee/HoneyBee/honeysticks.co.uk/products/honeysticks-ultimate-bath-set.html	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:05	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:10:04%20GMT	http://honeysticks.co.uk/cdn/shop/files/Bath_Cr_4.webp?v=1765228589&width=1025	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/Bath_Cr_4a5cc.webp	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:05	831734/831734	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jun%202026%2009:10:04%20GMT	https://honeysticks.co.uk/cdn/shop/files/UBFS_2.png?v=1765228589&width=1365	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/UBFS_2c1ac.png	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:07	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:10:05%20GMT	http://honeysticks.co.uk/cdn/shop/files/UBFS_1.webp?v=1765228589&width=2000	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/UBFS_1b02c.webp	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:07	103927/103927	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Jun%202026%2009:10:05%20GMT	https://honeysticks.co.uk/cdn/shop/files/Bath_Cr_4.webp?v=1765228589&width=1025	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/Bath_Cr_4a5cc.jpg	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:08	208732/208732	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Jun%202026%2009:10:07%20GMT	https://honeysticks.co.uk/cdn/shop/files/UBFS_1.webp?v=1765228589&width=2000	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/UBFS_1b02c.jpg	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:10	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:10:08%20GMT	http://honeysticks.co.uk/cdn/shop/files/Bath-Crayons2_2dcc4a48-2928-4de6-b1e9-d88a11b86876.png?v=1765336282&width=2000	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/Bath-Crayons2_2dcc4a48-2928-4de6-b1e9-d88a11b868761972.png	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:10	187201/187201	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Jun%202026%2009:10:08%20GMT	https://honeysticks.co.uk/products/honeysticks-bath-crayon-triangles-10pk	D:/HoneyBee/HoneyBee/honeysticks.co.uk/products/honeysticks-bath-crayon-triangles-10pk.html	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:12	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:10:10%20GMT	http://honeysticks.co.uk/cdn/shop/files/Bath-Crayons3.webp?v=1765336282&width=1920	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/Bath-Crayons3bbf8.webp	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:13	1556305/1556305	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jun%202026%2009:10:10%20GMT	https://honeysticks.co.uk/cdn/shop/files/Bath-Crayons2_2dcc4a48-2928-4de6-b1e9-d88a11b86876.png?v=1765336282&width=2000	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/Bath-Crayons2_2dcc4a48-2928-4de6-b1e9-d88a11b868761972.png	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:13	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:10:12%20GMT	http://honeysticks.co.uk/cdn/shop/files/Bath-Crayons4.webp?v=1765336282&width=1920	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/Bath-Crayons4bbf8.webp	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:14	611791/611791	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Jun%202026%2009:10:12%20GMT	https://honeysticks.co.uk/cdn/shop/files/Bath-Crayons3.webp?v=1765336282&width=1920	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/Bath-Crayons3bbf8.jpg	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:14	177491/177491	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Jun%202026%2009:10:13%20GMT	https://honeysticks.co.uk/cdn/shop/files/Bath-Crayons4.webp?v=1765336282&width=1920	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/Bath-Crayons4bbf8.jpg	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:16	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:10:14%20GMT	http://honeysticks.co.uk/cdn/shop/files/FirstPaintbrush.png?v=1765226486&width=800	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/FirstPaintbrush632d.png	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:16	179944/179944	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Jun%202026%2009:10:14%20GMT	https://honeysticks.co.uk/products/honeysticks-my-first-paintbrush	D:/HoneyBee/HoneyBee/honeysticks.co.uk/products/honeysticks-my-first-paintbrush.html	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:17	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:10:15%20GMT	http://honeysticks.co.uk/cdn/shop/files/HoneysticksAMZProductShoot10492_Web.jpg?v=1765226486&width=2000	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/HoneysticksAMZProductShoot10492_Web23a0.jpg	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:17	325339/325339	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jun%202026%2009:10:15%20GMT	https://honeysticks.co.uk/cdn/shop/files/FirstPaintbrush.png?v=1765226486&width=800	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/FirstPaintbrush632d.png	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:19	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:10:17%20GMT	http://honeysticks.co.uk/cdn/shop/files/HoneysticksBrandStudioShoot5093_Edit2_Web.jpg?v=1765226489&width=2000	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/HoneysticksBrandStudioShoot5093_Edit2_Web5ba0.jpg	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:19	66208/66208	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Jun%202026%2009:10:17%20GMT	https://honeysticks.co.uk/cdn/shop/files/HoneysticksAMZProductShoot10492_Web.jpg?v=1765226486&width=2000	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/HoneysticksAMZProductShoot10492_Web23a0.jpg	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:20	261604/261604	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Jun%202026%2009:10:19%20GMT	https://honeysticks.co.uk/cdn/shop/files/HoneysticksBrandStudioShoot5093_Edit2_Web.jpg?v=1765226489&width=2000	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/HoneysticksBrandStudioShoot5093_Edit2_Web5ba0.jpg	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:22	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:10:20%20GMT	http://honeysticks.co.uk/cdn/shop/files/JPB3pk_1.png?v=1765227423&width=800	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/JPB3pk_139f2.png	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:22	209861/209861	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Jun%202026%2009:10:20%20GMT	https://honeysticks.co.uk/products/honeysticks-jumbo-paint-brush	D:/HoneyBee/HoneyBee/honeysticks.co.uk/products/honeysticks-jumbo-paint-brush.html	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:23	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:10:21%20GMT	http://honeysticks.co.uk/cdn/shop/files/JP_4.webp?v=1765227423&width=1281	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/JP_4057f.webp	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:23	184800/184800	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jun%202026%2009:10:21%20GMT	https://honeysticks.co.uk/cdn/shop/files/JPB3pk_1.png?v=1765227423&width=800	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/JPB3pk_139f2.png	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:26	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:10:23%20GMT	http://honeysticks.co.uk/cdn/shop/files/JP_3.webp?v=1765227423&width=1281	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/JP_3057f.webp	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:26	68288/68288	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Jun%202026%2009:10:23%20GMT	https://honeysticks.co.uk/cdn/shop/files/JP_4.webp?v=1765227423&width=1281	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/JP_4057f.jpg	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:26	86226/86226	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Jun%202026%2009:10:25%20GMT	https://honeysticks.co.uk/cdn/shop/files/JP_3.webp?v=1765227423&width=1281	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/JP_3057f.jpg	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:28	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:10:25%20GMT	http://honeysticks.co.uk/cdn/shop/files/WC8_1_761467b8-4ccc-44f7-ba46-e9594f1b119c.png?v=1765399340&width=800	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/WC8_1_761467b8-4ccc-44f7-ba46-e9594f1b119cb8dd.png	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:28	180010/180010	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Jun%202026%2009:10:25%20GMT	https://honeysticks.co.uk/products/honeysticks-watercolour-paint-set	D:/HoneyBee/HoneyBee/honeysticks.co.uk/products/honeysticks-watercolour-paint-set.html	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:30	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:10:27%20GMT	http://honeysticks.co.uk/cdn/shop/files/WC8_2.webp?v=1765399340&width=1281	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/WC8_2e85d.webp	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:30	268426/268426	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jun%202026%2009:10:27%20GMT	https://honeysticks.co.uk/cdn/shop/files/WC8_1_761467b8-4ccc-44f7-ba46-e9594f1b119c.png?v=1765399340&width=800	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/WC8_1_761467b8-4ccc-44f7-ba46-e9594f1b119cb8dd.png	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:32	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:10:29%20GMT	http://honeysticks.co.uk/cdn/shop/files/WC8_1.webp?v=1765399340&width=1920	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/WC8_17ef7.webp	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:32	110926/110926	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Jun%202026%2009:10:29%20GMT	https://honeysticks.co.uk/cdn/shop/files/WC8_2.webp?v=1765399340&width=1281	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/WC8_2e85d.jpg	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:34	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:10:31%20GMT	http://honeysticks.co.uk/cdn/shop/files/five-stars.png?v=1761626263&width=1024	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/five-stars0cf9.png	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:34	293790/293790	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Jun%202026%2009:10:31%20GMT	https://honeysticks.co.uk/cdn/shop/files/WC8_1.webp?v=1765399340&width=1920	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/WC8_17ef7.jpg	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:36	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:10:33%20GMT	http://honeysticks.co.uk/cdn/shop/files/We-Dont-Play-Dirty.png?v=1761626319&width=2000	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/We-Dont-Play-Dirty4d02.png	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:10:36	41411/41411	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jun%202026%2009:10:33%20GMT	https://honeysticks.co.uk/cdn/shop/files/five-stars.png?v=1761626263&width=1024	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/five-stars0cf9.png	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
